Sentence,Tags,SentenceFrequency,EnglishTrans,EnglishFreq,SpanishTrans,SpanishFreq
" ( pausa porteña ) ob-vio que había—hay—enormes "" pero gaping differences between me and the average porteña .", Punct Spn Spn Punct Spn Spn Spn Punct Spn Eng Eng Eng Spn Eng Eng Eng Spn,,"(Buenos Aires pause) He saw that there were huge ""but gaping differences between me and the average porteña.",,,
" Pero an odd "" opiate centeredness "" hasta orgullo washed over me "" more and more as the months passed y me daba cuenta de que la gente me pasaba in the streets not exactly like I was invisible sino como si fuera .", Spn Eng Eng Punct Eng Eng Punct Spn Spn Eng Eng Spn Punct Eng Eng Eng Eng Eng Eng Eng Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Eng Eng Eng Eng Eng Eng Eng Eng Spn Spn Spn Spn Spn,,"But an odd ""opiate centeredness"" even pride washed over me"" more and more as the months passed and I realized that people passed me in the streets not exactly like I was invisible but as if I was .",,,
 .,,,.,,,
 .,,,.,,,
 one of them ., Eng Eng Eng,,one of them .,,,
" Eso nunca "" pero nuncame había pasado in any city "" in any country before .", Spn Spn Punct Spn Spn Spn Spn Eng Eng Eng Punct Eng Eng Eng Eng,,"That has never ""but never happened in any city"" in any country before.",,,
 Not even at “ home ., Eng Eng Eng Punct Eng,,"Not even at "" home .",,,
" ” Y esa extraña comodidad o aceptación de mí misma "" in my skin "" was uncanny .", Punct Spn Spn Spn Spn Spn Spn Spn Spn Spn Punct Eng Eng Eng Punct Eng Eng,,"""And that strange comfort or self-acceptance ""in my skin"" was uncanny.",,,
" Sí "" eso .", Spn Punct Spn,,"Yes"" that.",,,
" El ansia que me impulsó a escribir en Buenos Aires no era la misma mierda metafísica de siempre "" que I’m so lonely "" I feel so lost ; I don’t fit in "" what am I doing here .", Spn Spn Spn Spn Spn Spn Spn Spn NamedEnt NamedEnt Spn Spn Spn Spn Spn Spn Spn Spn Punct Spn Spn Eng Eng Punct Eng Eng Eng Eng Punct Eng Spn Eng Eng Punct Eng Eng Eng Eng Eng,,"The urge that drove me to write in Buenos Aires was not the same metaphysical shit as always ""I'm so lonely"" I feel so lost ; I don't fit in ""what am I doing here .",,,
 Todo ese rollo ., Spn Spn Spn,,All that stuff.,,,
" It was something elemental "" and somehow much more unsettling : wonderment crossed with an oddly seamless "" destinedbelonging "" y el miedo and pre-regret of its loss .", Eng Eng Eng Eng Punct Eng Eng Eng Eng Eng Punct Eng Eng Eng Eng Eng Eng Punct Eng Punct Spn Spn Spn Eng Eng Eng Eng Eng,,"It was something elemental "" and somehow much more unsettling : wonderment crossed with an oddly seamless "" destinedbelonging "" and fear and pre-regret of its loss .",,,
 Una enfermedad ., Spn Spn,,An illness .,,,
 Melancholia before the fact ., Spn Eng Eng Eng,,Melancholia before the fact .,,,
 Antes de la pérdida ., Spn Spn Spn Spn,,Before the loss .,,,
" Escribir es la necesidad de captar "" de contar eso .", Spn Spn Spn Spn Spn Spn Punct Spn Spn Spn,,"Writing is the need to grasp ""to tell that.",,,
 Heme aquí ., Spn Spn,,Here I am.,,,
" I mean "" allí : facing out these humedad-warped "" wavy-glass paned double doors that open onto el minúsculo balcón "" just three floors up this time "" en vez de siete "" como en Pretoria "" pero con una vista shockingly similar .", Eng Eng Punct Spn Punct Eng Eng Eng Spn Punct Eng Eng Eng Eng Eng Eng Eng Spn Spn Spn Punct Eng Eng Eng Eng Eng Eng Punct Spn Spn Spn Spn Punct Spn Spn NamedEnt Punct Spn Spn Spn Spn Eng Eng,,"I mean "" there : facing out these damp-warped "" wavy-glass paned double doors that open onto the tiny balcony "" just three floors up this time "" instead of seven "" as in Pretoria "" but with a shockingly similar view .",,,
 Y ., Spn,,Y .,,,
 .,,,.,,,
 .,,,.,,,
" ( pausa porteña ) es el Sur "" me di cuenta .", Punct Spn Spn Punct Spn Spn Spn Punct Spn Spn Spn,,"(Buenos Aires pause) is the South"" I realized.",,,
 This southernnessis what I need ., Eng Eng Eng Eng Eng,,This southernnessis what I need .,,,
" Mis sentidos engullen "" aquí "" not only a jacaranda-petal strewn street sino más localmente—por ejemplo "" after a sudestada—also the twisted "" rust-colored limbs of a storm-downed tilo "" los almost too-fragrant linden blossoms floating out "" a bridal veil over the dented roof of a taxi some fool dejó aparcado ilegalmente durante la noche y que ahora sólo se asoma un cachito "" all smashed "" Wicked Witch of the West flat "" under the still-damp flowers and branches .", Spn Spn Eng Punct Spn Punct Eng Eng Spn Eng Eng Eng Spn Spn Spn Spn Punct Eng Spn Spn Eng Eng Punct Eng Eng Eng Spn Eng Spn Punct Spn Eng Eng Spn Eng Eng Eng Punct Spn Eng Spn Eng Eng Eng Eng Eng Spn Spn Eng Eng Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Punct Eng Eng Punct NamedEnt NamedEnt Eng Eng NamedEnt Eng Punct Eng Eng Eng Eng Eng Eng,,"My senses gobble up ""here"" not only a jacaranda-petal strewn street but more locally-for example ""after a southeastern-the twisted"" rust-colored limbs of a storm-downed lime tree ""the almost too-fragrant linden blossoms floating out"" a bridal veil over the dented roof of a taxi some fool left illegally parked overnight and now only a hint of ""all smashed"" Wicked Witch of the West flat"" under the still-damp flowers and branches.",,,
" A little farther "" to the right "" al otro lado de la avenida Las Heras ( The Hairs "" we call it ) "" the neon sign for the Farmacia del Botánico has just come on .", Spn Eng Eng Punct Eng Eng Eng Punct Spn Spn Spn Spn Spn Spn Spn NamedEnt Punct Eng NamedEnt Punct Eng Eng Eng Punct Punct Eng Eng Eng Eng Eng NamedEnt Spn NamedEnt Eng Eng Eng Eng,,"A little farther "" to the right "" across Las Heras Avenue ( The Hairs "" we call it ) "" the neon sign for the Farmacia del Botánico has just come on .",,,
" It glows comfortingly green en la fuzzy penumbra del crepúsculo "" al lado del chillón blue-white sign for the supermercado Disco .", Eng Eng Eng Eng Spn Spn Eng Spn Spn Spn Punct Spn Spn Spn Spn Eng Eng Eng Eng Spn Spn,,"It glows comfortingly green in the fuzzy twilight "" next to the screaming blue-white sign for the Disco supermarket .",,,
" Closer "" just across República Arabe Siria ( ex Malabia "" insiste la landlady "" la Dra .", NamedEnt Punct Eng Eng Spn NamedEnt NamedEnt Punct Spn NamedEnt Punct Spn Spn Eng Punct Spn Spn,,"Closer "" just across Syrian Arab Republic ( ex Malabia "" insists the landlady "" Dr. .",,,
" Susana Lustig—fue Menem quien le cambió el nombre ) some of the feral cats are beginning their nightly yowl-session ( ni que fueran tan feral : they’re fed delish Argentine groundround "" todos los días "" by some viejitas del barrio !", NamedEnt NamedEnt NamedEnt Spn Spn Spn Spn Spn Punct Eng Eng Eng Spn Eng Eng Eng Eng Eng Eng Punct Spn Spn Spn Spn Spn Punct Eng Eng Eng NamedEnt Eng Punct Spn Spn Spn Punct Eng Eng Spn Spn Spn,,"Susana Lustig - it was Menem who changed the name) some of the feral cats are beginning their nightly yowl-session (not that they were so feral: they're fed delish Argentine groundround ""every day"" by some old ladies from the neighborhood!",,,
" ) y veo uno chiquitito "" a blue-grey "" shorthaired kitten "" algo cojo and with one milky eye .", Punct Spn Spn Spn Spn Punct Spn Eng Punct Eng Eng Punct Spn Spn Eng Eng Eng Eng Eng,,") and I see a little ""a blue-grey"" shorthaired kitten with a limp and with a milky eye.",,,
" Ayer el Juvenil lo recogió "" scooped his skinny "" quivering body up and held him close to his chest "" on our way back home from lunch at Hermann’s .", NamedEnt Spn NamedEnt Spn Spn Punct Eng Eng Eng Punct Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Punct Eng Eng Eng Eng Eng Eng Eng Eng NamedEnt,,"Yesterday the Youth picked him up ""scooped his skinny"" quivering body up and held him close to his chest"" on our way back home from lunch at Hermann's.",,,
 He14 begged and begged for us to take him home ., Spn Eng Eng Eng Eng Eng Eng Eng Eng Eng,,He14 begged and begged for us to take him home .,,,
 Por poco ., Spn Spn,,Almost.,,,
 .,,,.,,,
 .,,,.,,,
 pero no ., Spn Spn,,but no .,,,
" We can’t honey "" le dije .", Eng Spn Eng Punct Spn Spn,,"We can't honey"" I said.",,,
 No ves como cojea ?, Spn Spn Spn Spn,,Can't you see he's limping?,,,
 Plus he’s got a sick eye and you know he’s covered in pulgas ., Eng Spn Eng Spn Eng Eng Eng Eng Eng Spn Eng Eng Spn,,Plus he's got a sick eye and you know he's covered in fleas.,,,
" Con eso "" el intermitentemente fastidious and gross-outable Juvenile set him "" gently pero quickly "" back down en la vereda de enfrente .", Spn Spn Punct Spn Spn Spn Eng Eng NamedEnt Eng Eng Punct Eng Spn Eng Punct Eng Eng Spn Spn Spn Spn Spn,,"With that ""the intermittently fastidious and gross-outable Juvenile set him gently but quickly"" back down on the opposite sidewalk.",,,
" Pero as we crossed the street to our apartment building "" he kept turning around pa ’ ver si le seguía ese little grey kitten .", Spn Eng Eng Eng Eng Eng Eng Eng Eng Eng Punct Eng Eng Eng Eng Spn Punct Spn Spn Spn Spn Spn Eng Eng Eng,,"But as we crossed the street to our apartment building "" he kept turning around pa ' see if that little grey kitten followed him .",,,
 Y me miró bien grouchy for a while after that ., Spn Spn Spn Spn Eng Eng Spn Eng Eng Eng,,And I looked good grouchy for a while after that.,,,
" The lavender-dusk sky is stained a darker "" menacing nearblack above the stand of enormous palmeras "" just inside la reja del Jardín Botánico .", Eng Spn Eng Eng Eng Spn Eng Punct Eng Eng Eng Eng Eng Eng Eng Spn Punct Eng Eng Spn Spn Spn Spn NamedEnt,,"The lavender-dusk sky is stained a darker ""menacing nearblack above the stand of enormous palms"" just inside the fence of the Botanical Garden.",,,
 Promete llover ., Spn Spn,,It promises to rain.,,,
" Del otro lado del Jardín — just one city block away "" sobre República de las Indias "" donde vive la escritora Viv Gorbato ( amiga del David Foster "" but that’s another story)—I think I can hear the tiger beginning to wake up .", Spn Spn Spn Spn Spn Punct Eng Eng Eng Eng Eng Punct Spn Spn Spn Spn Spn Punct Spn Spn Spn Spn NamedEnt NamedEnt Punct Spn Spn NamedEnt NamedEnt Punct Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng,,"On the other side of the Garden - just one city block away from ""Republic of the Indies"" where writer Viv Gorbato (friend of David Foster ""but that's another story) lives - I think I can hear the tiger beginning to wake up.",,,
" Simón "" el mero mero tigre de Borges .", NamedEnt Punct Spn Spn Spn Spn Spn NamedEnt,,"Simon "" the mere tiger of Borges .",,,
" The very same one he used to gaze at "" for hours "" en el Zoológico de Buenos Aires .", Eng Eng Eng Eng Eng Eng Eng Spn Eng Punct Eng Eng Punct Spn Spn Spn Spn NamedEnt NamedEnt,,"The very same one he used to gaze at "" for hours"" at the Buenos Aires Zoo .",,,
" A una manzana de esta ventana "" where I’m sitting .", Spn Spn Spn Spn Spn Spn Punct Eng Spn Eng,,"One block from this window "" where I'm sitting .",,,
" It must be feeding time.III “ El Chino ” Crónica 23 marzo 2001 Buenos Aires For Pablo “ Hugo ” Zambrano and for Raphael Kadushin "" Jahrzeit papá "" Q.E.P.D. Debería ser realmente una creación colectiva "" pienso "" thinking about Marina Pianca : apasionada "" cerebral "" comprometida y exiliada argentina "" docente universitaria de teatro latinoamericano en Califas "" a principios de esa década ferozmente Studio 54 "" ferozmente guerrillera that was the 80s .", Eng Eng Eng Eng Eng Punct Spn Spn Punct Spn Spn Spn Spn NamedEnt NamedEnt Eng NamedEnt Punct NamedEnt Punct NamedEnt Eng Eng NamedEnt NamedEnt Punct NamedEnt Spn Punct Spn NamedEnt Spn Spn Spn Spn Spn Punct Spn Punct Eng Eng NamedEnt NamedEnt Punct Spn Punct Spn Punct Spn Spn Spn NamedEnt Punct Spn Spn Spn Spn Spn Spn Spn Punct Spn Spn Spn Spn Spn Spn Eng Spn Punct Spn Spn Eng Eng Eng Spn,,"It must be feeding time.III "" El Chino "" Crónica 23 marzo 2001 Buenos Aires For Pablo "" Hugo "" Zambrano and for Raphael Kadushin "" Jahrzeit papá "" Q.E.P.D. Should really be a collective creation "" I think "" thinking about Marina Pianca : passionate "" cerebral "" committed and exiled Argentinean "" university teacher of Latin American theatre in Califas "" at the beginning of that decade fiercely Studio 54 "" fiercely guerrilla that was the 80s .",,,
" La “ creación colectiva ” was one of her favorite terms "" remember Elbita ?", Spn Punct Spn Spn Punct Eng Eng Eng Eng Eng Eng Punct Eng NamedEnt,,"Collective creation"" was one of her favorite terms, remember Elbita?",,,
 Remember Cosme ?, Eng Spn,,Remember Cosme ?,,,
 Remember Lydia ?, Eng NamedEnt,,Remember Lydia ?,,,
" Digo "" para explicar el tipo de teatro que se estaba haciendo en Latinoamérica en los 60s and 70s "" also as a model for a way of us working together .", Spn Punct Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn NamedEnt Spn Spn Spn Eng Spn Punct Eng Eng Spn Eng Eng Spn Eng Eng Eng Eng Eng,,"I say ""to explain the kind of theater that was being done in Latin America in the 60s and 70s"" also as a model for a way of us working together.",,,
" Quiero decir THIS "" esto que estoy escribiendo "" estas crónicas—thisshould be una creación colectiva—because I need your voice "" Pablo .", Spn Spn Eng Punct Spn Spn Spn Spn Punct Spn Spn Eng Spn Spn Eng Eng Eng Eng Eng Punct NamedEnt,,"I want to say THIS ""this I am writing"" these chronicles-thisshould be a collective creation-because I need your voice "" Paul .",,,
" Necesito tu mirada pícara "" cómplice .", Spn Spn Spn Spn Punct Spn,,"I need your roguish ""accomplice"" look.",,,
" Without you here "" these tales of Buenos Aires tumble into a void ; my eye doubts what it sees "" mi oído inverna "" inventa.16 Necesito "" entonces "" recrear tu presencia "" tu sardónica risa "" tus líquidos ojos huge "" gorgeous "" morbosos .", Eng Eng Eng Punct Eng Spn Eng NamedEnt NamedEnt Eng Eng Spn Eng Punct Eng Eng Eng Eng Eng Eng Punct Spn Spn Spn Punct Spn Spn Punct Spn Punct Spn Spn Spn Punct Spn Spn Spn Punct Spn Spn Spn Eng Punct Eng Punct Spn,,"Without you here "" these tales of Buenos Aires tumble into a void ; my eye doubts what it sees "" my ear winters "" invent.16 I need "" then "" to recreate your presence "" your sardonic laughter "" your huge "" gorgeous "" liquid eyes .",,,
" Sobre todo "" tu sarcasmo castizo "" tu expresión atónita "" like mine "" ante estos bizarre giros linguísticos argentinos : ""rubro(categoría) "" ( twists of fate "" ups and downs ) contenedor(este es el que MAS me MATA "" only here—made in Argentina y basado en el psicoanálisis "" obvio—podría shamarse una “ supportive relationship ” a CONTAINER "" a space "" a place that holds you in "" keeps you in check : this is SOOOO telling !", Spn Spn Punct Spn Spn Spn Punct Spn Spn Spn Punct Eng Eng Punct Spn Spn Eng Spn Spn Spn Punct Spn Punct Punct Eng Eng Eng Punct Eng Eng Eng Punct Spn Spn Spn Spn NamedEnt Spn NamedEnt Punct Eng Eng Eng NamedEnt Spn Spn Spn Spn Spn Punct Spn Spn Spn Punct Eng Eng Punct Spn Eng Punct Spn Eng Punct Spn Eng Eng Eng Eng Eng Punct Eng Eng Eng Eng Punct Eng Eng Eng Eng,,"Above all, ""your traditional sarcasm"", your astonished expression ""like mine"" in the face of these bizarre linguistic twists in Argentina: ""rubro(categoría)"" (twists of fate ""ups and downs), a container (this is the one that MAS me MATA "" only here-made in Argentina and based on psychoanalysis ""obvious-you could call a ""supportive relationship"" a CONTAINER ""a space"" a place that holds you in ""keeps you in check: this is SOOOO telling !",,,
 !,,,!,,,
" ) "" no asumido(in the closet ) "" placard(armario ) .", Punct Punct Spn Spn Eng Eng Punct Punct Spn Punct,,") ""not assumed (in the closet)"" closet.",,,
" Not to mention el acento : este chillón "" fallingdown "" wannabe Italian tono siempre quejumbroso "" siempre al borde del derrumbe total .", Eng Eng Eng Spn Spn Punct Spn Spn Punct Eng Punct Eng NamedEnt Spn Spn Spn Punct Spn Spn Spn Spn Spn Spn,,"Not to mention the accent: this shrill ""fallingdown"" wannabe Italian tone is always whining, always on the verge of total collapse.",,,
" Los sonidos "" those annoyingly open vowels "" stretched till kingdom come "" those “ ll ” that aren’t even the “ zh ” we are told about "" the ones I teach my students about "" sino ahora "" y especialmente entre los middle and upper classes ( o sea "" el norte de la ciudad)—los chetos "" es decir—full on “ sh !", Spn Spn Punct Eng Eng Eng Eng Punct Eng Eng Eng Eng Punct Eng Punct Spn Punct Eng Eng Eng Eng Punct Spn Punct Eng Eng Eng Eng Punct Eng Eng Eng Eng Eng Eng Eng Punct Spn Spn Punct Spn Spn Spn Spn Eng Eng Eng Eng Punct Spn Spn Punct Spn Spn Spn Spn Spn Spn Punct Spn Spn Eng Punct Spn,,"The sounds "" those annoyingly open vowels "" stretched till kingdom come "" those "" ll "" that aren't even the "" zh "" we are told about "" the ones I teach my students about "" but now "" and especially among the middle and upper classes ( i.e. "" the north of the city ) - the chetos "" i.e. full on "" sh !",,,
